Date,Open,High,Low,Close,Adj Close,Volume
2023-12-29,169.33999633789062,170.07000732421875,169.1699981689453,169.83999633789062,169.83999633789062,3291500
2023-12-28,169.39999389648438,169.5399932861328,168.6999969482422,169.38999938964844,169.38999938964844,2911100
2023-12-27,168.89999389648438,169.49000549316406,168.36000061035156,169.39999389648438,169.39999389648438,3502500
2023-12-26,167.64999389648438,169.4199981689453,167.25,168.86000061035156,168.86000061035156,2779200
2023-12-25,167.36000061035156,168.1699981689453,166.86000061035156,167.67999267578125,167.67999267578125,3030100
2023-12-24,167.36000061035156,168.1699981689453,166.86000061035156,167.67999267578125,167.67999267578125,3030100
2023-12-23,167.36000061035156,168.1699981689453,166.86000061035156,167.67999267578125,167.67999267578125,3030100
2023-12-22,167.36000061035156,168.1699981689453,166.86000061035156,167.67999267578125,167.67999267578125,3030100
2023-12-21,166.5,167.10000610351562,165.38999938964844,166.97000122070312,166.97000122070312,4374000
2023-12-20,166.50999450683594,167.47000122070312,165.6699981689453,165.69000244140625,165.69000244140625,5157800
2023-12-19,167.94000244140625,168.8300018310547,167.30999755859375,167.9499969482422,167.9499969482422,4855900
2023-12-18,168.05999755859375,170.25,167.41000366210938,168.91000366210938,168.91000366210938,5439500
2023-12-17,167.4499969482422,168.50999450683594,166.4499969482422,167.0,167.0,17731300
2023-12-16,167.4499969482422,168.50999450683594,166.4499969482422,167.0,167.0,17731300
2023-12-15,167.4499969482422,168.50999450683594,166.4499969482422,167.0,167.0,17731300
2023-12-14,171.64999389648438,171.97000122070312,167.94000244140625,168.25,168.25,7119300
2023-12-13,168.5399932861328,172.0500030517578,168.1199951171875,172.00999450683594,172.00999450683594,6082100
2023-12-12,169.27999877929688,169.27999877929688,167.7100067138672,168.47000122070312,168.47000122070312,4515800
2023-12-11,167.44000244140625,168.1300048828125,166.4600067138672,167.82000732421875,167.82000732421875,6912600
2023-12-10,167.0399932861328,167.1199951171875,165.27000427246094,165.67999267578125,165.67999267578125,5114900
2023-12-09,167.0399932861328,167.1199951171875,165.27000427246094,165.67999267578125,165.67999267578125,5114900
2023-12-08,167.0399932861328,167.1199951171875,165.27000427246094,165.67999267578125,165.67999267578125,5114900
2023-12-07,168.0,168.3000030517578,166.6999969482422,167.4600067138672,167.4600067138672,4934800
2023-12-06,167.97999572753906,168.32000732421875,166.72999572753906,167.50999450683594,167.50999450683594,4726600
2023-12-05,169.14999389648438,169.57000732421875,167.7100067138672,167.94000244140625,167.94000244140625,4553800
2023-12-04,168.39999389648438,169.9199981689453,168.19000244140625,169.13999938964844,169.13999938964844,5323300
2023-12-03,168.3699951171875,168.85000610351562,167.3800048828125,168.69000244140625,168.69000244140625,4893900
2023-12-02,168.3699951171875,168.85000610351562,167.3800048828125,168.69000244140625,168.69000244140625,4893900
2023-12-01,168.3699951171875,168.85000610351562,167.3800048828125,168.69000244140625,168.69000244140625,4893900
2023-11-30,166.11000061035156,168.36000061035156,164.82000732421875,168.2899932861328,168.2899932861328,7346700
2023-11-29,169.10000610351562,169.1199951171875,166.64999389648438,167.16000366210938,165.89500427246094,4722400
2023-11-28,168.3800048828125,169.75999450683594,168.02000427246094,168.86000061035156,167.58213806152344,4056100
2023-11-27,169.6999969482422,169.6999969482422,168.08999633789062,168.32000732421875,167.04623413085938,3664700
2023-11-26,168.9499969482422,170.02000427246094,168.9499969482422,169.3699951171875,168.08827209472656,1751700
2023-11-25,168.9499969482422,170.02000427246094,168.9499969482422,169.3699951171875,168.08827209472656,1751700
2023-11-24,168.9499969482422,170.02000427246094,168.9499969482422,169.3699951171875,168.08827209472656,1751700
2023-11-23,168.35000610351562,169.57000732421875,168.3000030517578,169.22000122070312,167.9394073486328,3235600
2023-11-22,168.35000610351562,169.57000732421875,168.3000030517578,169.22000122070312,167.9394073486328,3235600
2023-11-21,167.11000061035156,167.86000061035156,165.9199981689453,167.8000030517578,166.53016662597656,3980000
2023-11-20,166.0,166.77000427246094,165.72000122070312,166.52000427246094,165.25985717773438,4886200
2023-11-19,168.0500030517578,168.25,165.77000427246094,166.75999450683594,165.49803161621094,5583100
2023-11-18,168.0500030517578,168.25,165.77000427246094,166.75999450683594,165.49803161621094,5583100
2023-11-17,168.0500030517578,168.25,165.77000427246094,166.75999450683594,165.49803161621094,5583100
2023-11-16,168.38999938964844,170.0,166.39999389648438,167.7100067138672,166.4408416748047,5386400
2023-11-15,168.6999969482422,168.7899932861328,166.27000427246094,167.25,165.98431396484375,5611200
2023-11-14,167.9499969482422,168.44000244140625,166.88999938964844,168.11000061035156,166.8378143310547,6238900
2023-11-13,167.0,168.77999877929688,166.4600067138672,167.77000427246094,166.50039672851562,5402300
2023-11-12,167.30999755859375,167.77999877929688,164.86000061035156,166.9199981689453,165.6568145751953,5552900
2023-11-11,167.30999755859375,167.77999877929688,164.86000061035156,166.9199981689453,165.6568145751953,5552900
2023-11-10,167.30999755859375,167.77999877929688,164.86000061035156,166.9199981689453,165.6568145751953,5552900
2023-11-09,167.5800018310547,167.86000061035156,165.80999755859375,166.16000366210938,164.90257263183594,5639300
2023-11-08,168.1699981689453,168.33999633789062,166.66000366210938,167.38999938964844,166.12326049804688,4926600
2023-11-07,166.8000030517578,167.7100067138672,166.1199951171875,167.17999267578125,165.9148406982422,4687200
2023-11-06,165.4600067138672,167.5,165.2100067138672,166.6999969482422,165.4384765625,5784600
2023-11-05,168.67999267578125,168.80999755859375,166.69000244140625,166.7899932861328,165.52780151367188,4063000
2023-11-04,168.67999267578125,168.80999755859375,166.69000244140625,166.7899932861328,165.52780151367188,4063000
2023-11-03,168.67999267578125,168.80999755859375,166.69000244140625,166.7899932861328,165.52780151367188,4063000
2023-11-02,164.74000549316406,167.16000366210938,164.6699981689453,166.8300018310547,165.5675048828125,5413400
2023-11-01,163.6699981689453,165.42999267578125,162.75999450683594,164.8699951171875,163.62232971191406,6682500
2023-10-31,162.9499969482422,163.35000610351562,161.66000366210938,163.27999877929688,162.0443572998047,5947400
2023-10-30,161.3000030517578,162.5800018310547,160.74000549316406,162.27999877929688,161.0519256591797,4625900
2023-10-29,162.02000427246094,162.13999938964844,158.88999938964844,159.6199951171875,158.4120635986328,5078000
2023-10-28,162.02000427246094,162.13999938964844,158.88999938964844,159.6199951171875,158.4120635986328,5078000
2023-10-27,162.02000427246094,162.13999938964844,158.88999938964844,159.6199951171875,158.4120635986328,5078000
2023-10-26,162.67999267578125,163.36000061035156,161.3000030517578,161.41000366210938,160.1885223388672,5147000
2023-10-25,162.0500030517578,163.5,161.47000122070312,162.35000610351562,161.1214141845703,4534600
2023-10-24,160.41000366210938,162.85000610351562,159.67999267578125,162.19000244140625,160.96261596679688,5265200
2023-10-23,159.60000610351562,161.60000610351562,159.05999755859375,160.0800018310547,158.8685760498047,5795800
2023-10-22,161.3699951171875,162.22999572753906,159.7100067138672,160.0,158.7891845703125,5485800
2023-10-21,161.3699951171875,162.22999572753906,159.7100067138672,160.0,158.7891845703125,5485800
2023-10-20,161.3699951171875,162.22999572753906,159.7100067138672,160.0,158.7891845703125,5485800
2023-10-19,161.89999389648438,162.72000122070312,160.41000366210938,160.55999755859375,159.34494018554688,6336800
2023-10-18,161.02000427246094,163.39999389648438,160.8699951171875,162.02999877929688,160.80381774902344,6650600
2023-10-17,160.0,161.6300048828125,159.16000366210938,160.3699951171875,159.15638732910156,6411300
2023-10-16,161.0,161.9499969482422,159.8000030517578,161.0800018310547,159.8610076904297,5605000
2023-10-15,158.6199951171875,160.24000549316406,157.9499969482422,160.0,158.7891845703125,6757100
2023-10-14,158.6199951171875,160.24000549316406,157.9499969482422,160.0,158.7891845703125,6757100
2023-10-13,158.6199951171875,160.24000549316406,157.9499969482422,160.0,158.7891845703125,6757100
2023-10-12,162.60000610351562,162.64999389648438,157.42999267578125,158.0800018310547,156.8837127685547,9024100
2023-10-11,165.00999450683594,165.44000244140625,161.60000610351562,162.6199951171875,161.3893585205078,7371500
2023-10-10,164.25,165.17999267578125,162.02999877929688,164.39999389648438,163.1558837890625,11456400
2023-10-09,160.0,161.4199981689453,158.63999938964844,161.36000061035156,160.13890075683594,7244500
2023-10-08,158.77999877929688,160.9199981689453,155.8300018310547,160.2899932861328,159.0769805908203,12770700
2023-10-07,158.77999877929688,160.9199981689453,155.8300018310547,160.2899932861328,159.0769805908203,12770700
2023-10-06,158.77999877929688,160.9199981689453,155.8300018310547,160.2899932861328,159.0769805908203,12770700
2023-10-05,168.77000427246094,168.80999755859375,159.8699951171875,160.10000610351562,158.88844299316406,10556400
2023-10-04,168.4499969482422,169.1300048828125,167.05999755859375,168.91000366210938,167.6317596435547,4134000
2023-10-03,168.86000061035156,170.0,167.02999877929688,167.6999969482422,166.430908203125,4873400
2023-10-02,169.0800018310547,169.49000549316406,167.32000732421875,169.1699981689453,167.88978576660156,3838800
2023-10-01,170.50999450683594,170.83999633789062,168.0399932861328,169.44000244140625,168.15774536132812,5194200
2023-09-30,170.50999450683594,170.83999633789062,168.0399932861328,169.44000244140625,168.15774536132812,5194200
2023-09-29,170.50999450683594,170.83999633789062,168.0399932861328,169.44000244140625,168.15774536132812,5194200
2023-09-28,169.92999267578125,170.17999267578125,168.17999267578125,169.5,168.21730041503906,4841600
2023-09-27,172.30999755859375,172.69000244140625,169.02999877929688,169.57000732421875,168.28677368164062,5729900
2023-09-26,173.0,173.72000122070312,171.63999938964844,172.52000427246094,171.21444702148438,5213700
2023-09-25,174.67999267578125,175.44000244140625,173.17999267578125,174.3300018310547,173.0107421875,3553600
2023-09-24,174.94000244140625,176.38999938964844,174.3699951171875,175.27000427246094,173.94363403320312,4542300
2023-09-23,174.94000244140625,176.38999938964844,174.3699951171875,175.27000427246094,173.94363403320312,4542300
2023-09-22,174.94000244140625,176.38999938964844,174.3699951171875,175.27000427246094,173.94363403320312,4542300
