Year,Description, Baksa, Barpeta, Bongaigaon, Cachar, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Dima Hasao, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup (Metropolitan), Kamrup Rural, Karbi-Anglong, Karimganj, Kokrajhar, Lakhimpur, Morigaon, Nagaon, Nalbari, Sivasagar, Sonitpur, Tinsukia, Udalguri
2009-10,GDP (in Rs. Cr.),1480.1,2317.39,1950.52,3384.02,802.15,1791.69,1023.41,1983.62,5034.98,846.77,1641.89,2483.06,1245.39,3519.33,5171.78,4147.15,2198.39,2394.45,2272.06,1849.75,1571.16,3675.86,1663.11,5288.14,3168.47,4690.19,1548.3
